Order Date;Sales;Profit;Discount;Category;Region
2016-12-13;654.268.316.587.452;-145.292.583.761.165;0.184480249316339;Furniture;East
2017-07-10;102.139.780.810.136;-242.546.269.683.782;0.227341699762081;Technology;Central
2014-10-04;107.396.758.039.955;160.760.780.973.429;0.0655037941468446;Technology;South
2014-03-16;15.722.217.911.031;10.128.142.707.998;0.089967120575912;Office Supplies;West
2016-03-02;769.724.186.650.785;-167.213.776.006.385;0.210245329883023;Furniture;West
2017-01-22;10.013.108.138.653;-430.392.550.009.677;0.330505576258459;Furniture;East
2015-12-24;494.008.183.758.284;145.185.930.704.718;0.136076718289352;Office Supplies;South
2014-10-20;106.959.793.159.708;858.689.032.768.102;0.078362232086206;Office Supplies;South
2016-02-01;55.921.361.838.098;-135.555.002.321.147;0.199904396025647;Furniture;East
2017-02-24;10.469.903.205.204;-113.229.329.489.958;0.225898454597606;Technology;Central
2017-12-31;103.391.989.524.448;-280.239.530.935.703;0.223625787398006;Furniture;East
2017-12-24;800.490.185.588.843;-124.825.819.966.886;0.255336674825183;Office Supplies;West
2017-02-03;939.332.554.957.627;-650.841.565.816.691;0.247554150569072;Technology;East
2014-06-01;125.666.922.149.003;381.494.268.217.544;0.0564516478898444;Furniture;Central
2016-11-27;490.188.113.886.187;15.008.918.871.166;0.169630191948307;Technology;West
2015-07-17;228.028.522.065.073;231.846.678.574.855;0.123713543120357;Technology;Central
2017-02-28;832.327.953.916.527;-126.449.792.365.736;0.333349532217343;Technology;East
2017-01-22;848.716.935.714.871;-275.558.338.818.475;0.23060345203451;Furniture;Central
2017-05-27;765.383.075.776.193;-506.368.159.380.101;0.240120751168127;Technology;Central
2015-05-23;315.244.950.050.482;435.779.232.334.243;0.102920507456084;Technology;East
2014-11-23;199.751.941.679.531;-848.017.276.633.384;0.0983343315276238;Furniture;South
2016-10-10;442.998.833.748.483;-807.889.921.899.547;0.154524239451126;Furniture;South
2017-02-24;839.860.338.811.991;-319.416.494.387.677;0.259085556909291;Technology;Central
2015-11-26;259.717.364.465.735;-262.666.375.962.864;0.103312849374694;Furniture;Central
2017-05-26;119.530.786.878.057;-166.771.287.801.455;0.279850974481382;Office Supplies;West
2017-12-22;118.994.901.558.958;-302.648.116.669.052;0.203997073244575;Furniture;South
2016-08-29;468.204.824.698.664;-112.422.060.377.484;0.218072689505068;Furniture;West
2017-12-05;801.945.841.351.067;-899.469.565.311.345;0.309110314841138;Technology;East
2017-12-16;888.412.388.092.848;-658.635.582.274.855;0.301380286483455;Technology;West
2017-10-26;979.043.325.403.702;-308.083.862.885.144;0.231091669228196;Furniture;Central
2017-12-14;836.728.768.377.712;-369.041.245.937.665;0.322756619019584;Furniture;South
2014-10-27;291.062.743.535.848;53.484.008.182.896;0.0606993404038504;Technology;Central
2015-07-11;400.950.189.467.931;238.574.690.152.945;0.130215063937517;Technology;West
2014-01-11;181.381.490.309.377;968.772.994.476.253;0.0981957019445468;Office Supplies;West
2014-07-03;207.030.455.378.721;114.309.976.996.174;0.0941122486582417;Office Supplies;West
2016-03-24;770.415.879.158.577;-98.677.547.590.163;0.248299388837101;Office Supplies;West
2017-08-06;836.418.540.748.996;-312.410.415.100.019;0.307789726018383;Furniture;South
2014-01-29;213.556.244.484.188;215.142.909.071.279;0.0913494912638155;Office Supplies;Central
2015-01-14;274.414.125.100.144;176.493.374.399.367;0.101136208778413;Office Supplies;South
2017-08-31;902.708.306.484.199;-250.699.823.602.643;0.217612361876717;Furniture;West
2015-08-28;240.070.634.659.041;-195.846.296.222.772;0.118446415617285;Furniture;West
2017-09-22;962.753.328.110.084;-180.768.970.835.995;0.324316108093764;Office Supplies;West
2016-11-01;576.736.221.063.852;-116.920.864.580.888;0.194548269218722;Furniture;West
2014-09-28;212.782.237.019.743;-638.682.634.353.049;0.0627228609533806;Furniture;South
2016-05-17;757.687.378.135.381;-136.050.927.964.712;0.163542886648944;Furniture;East
2017-08-15;115.338.365.576.229;-202.863.299.260.572;0.298030114762805;Office Supplies;Central
2015-12-14;418.357.442.271.838;25.049.353.034.519;0.12714499004436;Technology;South
2015-04-16;256.544.135.371.023;163.725.216.387.199;0.123044624504624;Technology;Central
2015-05-08;333.932.319.874.581;295.695.309.899.765;0.110727396804122;Technology;East
2014-04-26;146.832.303.428.331;236.902.726.073.866;0.0909191244545076;Technology;Central
2016-12-03;636.666.848.897.081;-120.225.372.412.456;0.154688409695245;Furniture;Central
2017-08-10;791.939.489.373.625;-222.133.968.319.052;0.221652762374777;Furniture;Central
2016-08-06;453.637.100.423.631;-47.890.680.490.333;0.234713338591961;Office Supplies;South
2015-01-26;380.876.613.496.723;449.522.472.335.687;0.119119533339077;Technology;South
2015-11-13;257.007.109.289.045;-217.168.026.048.403;0.128693839999349;Furniture;East
2015-05-06;360.095.038.224.879;-169.519.028.951.385;0.0869025762095836;Furniture;Central
2015-10-18;213.714.634.394.328;0.912007478440433;0.12088223293826;Office Supplies;Central
2015-02-06;273.719.004.912.603;-25.958.147.378.082;0.114203477037367;Furniture;South
2016-08-01;595.326.528.501.653;269.347.625.351.562;0.153382375716469;Technology;Central
2017-09-30;105.358.478.185.173;-14.683.881.192.083;0.300013209433001;Technology;East
2017-06-16;708.363.073.801.315;-113.629.601.523.205;0.304678861432559;Office Supplies;South
2016-05-31;4.595.589.942.961;-230.534.803.843.386;0.189689642249807;Office Supplies;West
2016-04-11;673.616.650.188.154;-108.717.392.843.818;0.159350050542711;Furniture;West
2017-02-05;102.245.362.097.165;-4.560.610.807.769;0.337872832316032;Furniture;East
2015-04-16;47.724.777.998.257;591.635.943.894.721;0.0925548152254048;Technology;South
2015-03-01;289.783.066.874.259;-184.679.361.268.884;0.117839370170393;Furniture;South
2017-11-12;870.296.373.237.553;-210.565.255.249.548;0.204443848841775;Furniture;Central
2015-07-14;306.743.359.311.754;220.802.522.948.761;0.0859985882345715;Office Supplies;South
2017-12-31;10.698.276.444.883;-866.802.426.353.317;0.253987624602035;Technology;Central
2015-07-07;334.653.103.106.435;309.978.241.963.578;0.0865144982321912;Technology;East
2016-02-28;760.454.417.942.573;365.121.181.972.122;0.188073202348874;Technology;South
2015-09-09;330.402.880.778.823;289.351.814.512.697;0.0972613047842902;Technology;West
2015-02-05;48.464.703.871.837;-233.481.832.145.607;0.103431535662287;Furniture;West
2017-05-02;78.881.863.565.957;-116.946.148.655.759;0.345164462822541;Technology;Central
2015-05-12;317.880.538.921.838;-300.651.277.714.432;0.127719884319106;Furniture;Central
2016-08-03;677.134.111.729.737;-358.389.974.244.431;0.213333603965366;Office Supplies;West
2017-09-10;939.617.349.886.313;-913.130.171.912.719;0.281546780508122;Technology;South
2016-01-07;665.877.554.878.619;-157.273.097.386.891;0.214674360602809;Furniture;East
2015-11-11;229.581.967.574.518;131.095.499.679.984;0.0954722215324975;Office Supplies;South
2017-10-23;907.987.714.262.856;-257.412.398.170.069;0.246783551584631;Furniture;West
2016-07-21;688.797.577.311.883;-329.082.333.157.263;0.152258511520311;Office Supplies;South
2014-08-12;285.984.489.297.718;236.808.323.831.003;0.0713184691810841;Office Supplies;West
2015-01-17;421.216.510.863.841;209.532.420.369.785;0.0950357273549207;Office Supplies;South
2014-05-09;173.158.605.882.503;-753.598.157.113.439;0.0982958199974554;Furniture;West
2014-08-22;223.472.535.867.285;502.925.794.280.337;0.0542375984311514;Furniture;South
2015-01-10;325.471.731.863.378;-403.909.238.963.733;0.128540304857055;Furniture;West
2017-02-10;726.805.631.315.418;-109.403.688.602.624;0.344574363412241;Technology;Central
2016-11-01;735.956.720.840.489;-167.198.139.541.265;0.179208990955871;Furniture;South
2017-01-06;955.402.990.107.279;-339.749.400.467.489;0.281306506867645;Furniture;South
2014-03-27;209.270.654.944.393;236.836.564.687.518;0.0648854467551447;Office Supplies;South
2014-06-28;255.126.329.976.155;-93.516.169.708.606;0.08553769797469;Furniture;East
2015-02-28;359.684.239.211.123;225.402.663.657.172;0.120091490586951;Office Supplies;East
2017-10-23;119.624.311.282.234;-183.437.333.636.481;0.306709227325875;Office Supplies;West
2015-05-22;373.227.658.791.248;516.267.114.228.648;0.141608755691513;Office Supplies;South
2015-07-24;346.413.344.131.312;11.220.197.692.021;0.148050520435657;Office Supplies;Central
2014-05-10;143.565.987.003.041;166.809.910.091.018;0.0668877577585394;Office Supplies;South
2015-12-05;387.853.856.646.768;256.762.964.499.067;0.111956269517893;Office Supplies;East
2017-11-11;10.272.939.822.094;-156.700.990.714.404;0.259451235039835;Office Supplies;Central
2015-09-18;227.359.756.165.068;26.345.186.776.666;0.116361097824564;Office Supplies;West
2015-12-05;34.331.007.243.133;218.942.412.513.125;0.105729318273583;Office Supplies;South
2014-09-30;113.682.321.504.516;105.211.902.968.866;0.0606527725711763;Office Supplies;West
2016-06-25;449.262.888.996.523;-218.929.272.204.092;0.174778637496358;Office Supplies;East
2015-05-24;407.142.822.504.396;-40.409.373.058.266;0.11566657962803;Furniture;Central
2014-04-22;198.977.543.988.653;14.443.643.049.928;0.0988848473921668;Office Supplies;West
2017-03-10;708.344.700.885.428;-311.093.850.334.547;0.318393499848964;Furniture;West
2016-11-03;656.214.915.324.941;-199.510.727.241.783;0.242092485877274;Furniture;South
2014-11-15;217.287.432.602.486;-472.051.042.770.795;0.0718743021525288;Furniture;South
2016-06-08;696.263.272.093.671;-116.194.180.863.839;0.24530162017547;Technology;East
2015-06-15;46.203.801.692.001;623.523.279.255.357;0.110052719854106;Technology;West
2017-03-26;983.443.064.119.225;-398.494.707.689.773;0.30841675599888;Furniture;South
2015-04-13;458.878.548.470.783;313.588.612.486.654;0.145181205401003;Office Supplies;East
2017-09-04;111.299.849.777.627;-326.680.161.932.848;0.233477759142598;Furniture;Central
2016-11-22;512.922.748.248.361;-238.076.360.777.198;0.170067115345296;Office Supplies;South
2015-09-15;377.507.280.495.445;193.976.117.278.772;0.133233755422519;Office Supplies;West
2016-04-19;403.837.928.029.866;155.575.289.568.661;0.180751063752136;Technology;Central
2015-05-03;24.271.204.556.149;-231.511.100.623.888;0.10891397624507;Furniture;East
2014-06-23;227.443.136.006.538;520.277.000.420.018;0.0565354143220081;Furniture;West
2016-03-15;429.874.974.320.992;-695.422.324.497.902;0.166437498069977;Furniture;Central
2016-04-12;523.323.087.285.002;-249.714.004.767.084;0.232638668793965;Technology;Central
2014-03-24;12.966.475.947.382;170.474.038.739.004;0.0649420355484511;Technology;Central
2016-07-15;717.523.897.110.799;-155.301.196.366.716;0.169813303518052;Furniture;West
2017-11-06;710.900.091.369.306;-328.419.606.463.664;0.335761695557023;Furniture;East
2015-11-11;47.723.951.766.018;509.861.999.702.223;0.109866481289987;Technology;South
2015-07-18;385.752.964.653.769;468.399.096.854.017;0.084268534825299;Technology;West
2015-02-13;440.650.424.831.338;230.997.540.412.942;0.118116246422384;Office Supplies;West
2016-10-25;487.608.075.229.238;-102.070.275.880.572;0.202943229196543;Furniture;Central
2015-04-22;272.345.838.546.441;73.932.824.606.255;0.146346173475376;Office Supplies;East
2016-03-06;722.484.090.143.755;-183.658.371.132.993;0.244755873507002;Furniture;West
2017-02-27;728.083.988.400.636;-114.743.419.061.068;0.29212021514937;Office Supplies;South
2014-09-25;283.756.157.461.441;-952.198.475.534.185;0.0958612073740559;Furniture;West
2014-05-29;217.203.332.634.318;170.899.858.617.937;0.0718434191464791;Furniture;South
2017-12-19;853.411.614.648.979;-164.310.643.266.033;0.342304723977485;Office Supplies;Central
2016-03-12;723.522.770.308.052;-275.768.299.826.795;0.183116842616605;Office Supplies;East
2015-12-12;488.923.887.361.719;386.831.700.667.522;0.0807976934206849;Office Supplies;West
2015-12-19;214.444.237.319.984;124.944.935.855.961;0.141723946083411;Technology;East
2016-09-08;738.304.993.609.824;-328.437.942.729.973;0.167010520315119;Office Supplies;West
2014-06-03;167.590.116.849.587;-457.414.649.586.356;0.0826817587632676;Furniture;East
2015-11-10;366.233.729.694.869;501.266.160.006.797;0.0867141144981569;Technology;West
2016-10-02;729.558.922.833.265;-54.222.751.778.926;0.213819065907457;Technology;Central
2016-08-27;757.950.993.362.188;-318.366.946.111.719;0.188144518710227;Office Supplies;Central
2014-04-02;152.680.161.932.472;2.822.825.062.814;0.0548351310512823;Technology;South
2017-04-22;967.757.205.989.465;-236.823.401.817.241;0.211843257466112;Furniture;East
2014-03-13;124.056.374.951.087;0.062226007508583;0.0904230360659682;Furniture;West
2016-06-10;764.321.794.292.638;-177.861.998.409.668;0.182612680536974;Furniture;West
2016-07-27;609.024.804.179.924;-522.565.493.745.082;0.225837738785767;Office Supplies;East
2014-08-05;257.149.126.061.935;-100.472.366.614.889;0.0827393835356775;Furniture;East
2016-04-05;532.597.630.293.708;322.668.183.001.151;0.152023288859327;Technology;South
2015-09-13;405.455.608.140.418;-500.345.116.331.575;0.134182163013575;Furniture;South
2017-05-23;942.230.164.853.831;-251.236.448.465.614;0.20984254514179;Furniture;West
2017-12-24;786.868.678.006.394;-187.744.050.370.262;0.207583892253821;Furniture;West
2016-01-09;558.776.911.006.599;-114.723.181.045.349;0.194610343260753;Furniture;Central
2016-08-29;503.463.970.866.683;-150.872.714.844.522;0.235382132658555;Furniture;Central
2015-03-15;280.725.073.780.687;231.092.691.627.826;0.0806228590249032;Office Supplies;West
2017-05-16;118.351.222.168.419;-132.169.232.048.723;0.237799806391681;Office Supplies;West
2016-08-13;79.977.175.194.727;-138.353.718.836.387;0.17826768778151;Furniture;South
2016-09-13;504.458.763.170.599;566.417.133.719.081;0.226547438830362;Technology;Central
2017-05-13;119.873.454.978.915;-491.377.604.324.487;0.306210343906381;Furniture;Central
2017-03-17;109.244.852.764.806;-18.187.635.104.849;0.32609580418946;Office Supplies;Central
2017-02-17;979.515.828.054.094;-223.199.215.489.796;0.233338026726935;Technology;East
2015-04-03;466.053.064.908.051;28.345.220.755.226;0.0837573868084515;Office Supplies;Central
2017-06-25;849.177.876.908.732;-894.342.961.936.982;0.261378777012816;Technology;West
2017-03-12;740.405.733.464.587;-114.236.179.310.376;0.267807984285274;Office Supplies;South
2015-03-05;247.530.535.212.704;488.066.178.438.151;0.110058680610638;Office Supplies;West
2014-01-10;246.131.814.082.118;434.313.664.600.855;0.0508958062815473;Technology;West
2015-12-07;376.601.206.450.422;-44.950.572.497.985;0.130948233801277;Furniture;East
2017-11-07;782.441.754.445.748;-143.790.799.065.109;0.347731928673989;Office Supplies;Central
2015-03-09;413.333.027.028.755;163.364.578.296.203;0.123619434411832;Office Supplies;West
2014-08-10;109.647.011.294.588;735.617.072.879.692;0.0850934107427027;Office Supplies;East
2016-05-11;56.753.030.070.857;-14.824.338.302.289;0.228476006616848;Furniture;Central
2017-06-01;904.878.115.264.145;-963.274.616.526.452;0.27209959141605;Technology;Central
2015-04-26;450.569.649.578.972;278.389.975.686.319;0.130649453182894;Technology;East
2015-04-19;215.024.058.743.884;-163.264.212.190.614;0.12737365724064;Furniture;Central
2014-04-04;232.671.005.498.169;345.254.620.430.626;0.0939237768698737;Technology;West
2016-03-31;740.268.631.214.634;-177.725.787.710.557;0.21961698735238;Furniture;South
2014-11-23;260.452.956.809.019;427.010.734.026.918;0.0514408114785611;Technology;South
2014-09-25;122.587.495.874.754;-47.564.285.919.642;0.0852284088240312;Furniture;South
2017-03-03;916.423.953.554.456;-245.713.405.313.445;0.222298167838566;Furniture;Central
2017-02-17;934.644.468.321.916;-121.463.857.783.658;0.249634226378216;Office Supplies;East
2015-07-24;313.591.277.755.671;383.095.990.675.549;0.0861613903191778;Technology;West
2016-10-15;622.852.404.561.933;-142.156.747.374.366;0.180459795810365;Furniture;East
2015-02-28;309.002.743.270.943;882.547.452.115.837;0.123383057877396;Office Supplies;South
2016-07-15;653.464.472.187.858;-152.987.983.338.361;0.239687711867806;Technology;West
2016-04-18;557.158.595.966.069;175.737.853.616.914;0.191447034512833;Technology;West
2017-10-08;118.192.737.809.877;-477.256.253.091.851;0.287768106702267;Furniture;South
2016-11-07;726.097.661.639.398;-588.574.304.853.273;0.238139056700962;Office Supplies;West
2017-06-01;926.422.853.040.683;-136.987.614.748.179;0.244836970243314;Office Supplies;West
2017-12-07;800.444.541.162.672;-350.329.514.165.687;0.34720032443523;Furniture;Central
2017-08-24;757.702.626.141.813;-112.869.719.814.121;0.262621689968828;Office Supplies;West
2016-12-29;410.108.856.501.789;-693.099.587.512.925;0.166093539434323;Furniture;South
2015-05-29;288.542.169.788.482;301.156.813.057.713;0.140762476155809;Technology;East
2017-08-18;104.646.803.760.712;-439.846.649.705.376;0.302772314450876;Furniture;West
2017-02-04;921.531.926.952.241;-10.580.831.085.789;0.288257801026048;Technology;Central
2017-05-20;793.488.290.766.162;-909.545.278.694.948;0.2834897930893;Technology;West
2014-09-24;101.129.027.203.564;183.173.756.423.961;0.0798440166007189;Technology;Central
2015-09-09;412.304.468.418.343;-214.646.838.883.156;0.0911559344762205;Furniture;Central
2015-12-17;299.319.960.983.391;322.801.312.036.602;0.119293427822427;Technology;West
2014-08-23;148.069.575.286.651;695.426.951.355.885;0.0942830079499398;Office Supplies;South
2015-06-10;355.060.346.772.021;-232.081.644.073.694;0.1007503778702;Furniture;Central
2014-06-18;294.325.753.981.286;198.570.723.058.782;0.0814757241955333;Office Supplies;West
2015-02-26;481.925.333.452.494;-240.088.624.020.209;0.0861264628553939;Furniture;South
2017-02-16;902.224.010.352.139;-112.133.799.374.128;0.308042852154019;Technology;West
2014-05-10;2.401.764.062.766;276.585.913.678.765;0.0650675354922436;Office Supplies;East
